,YEAR,MONTH,DAY,AWND(metres/sec),PRCP(cm),SNOW(cm),SNWD(cm),TMAX(celsius),TMIN(celsius),WDF2(degrees),WDF5(degrees),WSF2(metres/sec),WSF5(metres/sec),DailyDewPointTemperature(celsius),DailyDryBulbTemperature(celsius),DailyPrecipitation(cm)(Hourlymean),DailyRelativeHumidity,DailySeaLevelPressure(inches),DailyStationPressure(inches),DailyVisibility,DailyWetBulbTemperature(celsius),DailyWindSpeed(miles/hr)
0,2011,5,2,2.8,0.0,0.0,0.0,16.65,10.0,150.0,165.0,5.85,8.3,6.471193415637859,12.453703703703702,0.0,68.02777777777777,30.221574074074084,30.138620689655173,9.993333333333336,9.77969348659004,6.472222222222222
1,2011,5,3,3.6,0.0,0.0,0.0,22.799999999999997,11.95,275.0,215.0,7.15,9.8,10.305305305305303,14.67171717171717,0.0,76.05454545454545,30.06961904761906,29.96254545454544,9.831891891891892,13.343434343434343,8.954954954954955
2,2011,5,4,3.85,1.27,0.0,0.0,17.5,8.05,300.0,305.0,8.05,10.95,9.202508960573475,11.645645645645649,7.717692307692305,85.68648648648649,29.954112149532715,29.865937499999998,7.322043010752688,10.028935185185187,9.274193548387096
3,2011,5,5,5.25,0.0,0.0,0.0,17.75,8.05,290.0,310.0,10.7,14.3,1.2930186823992154,12.2270955165692,0.33866666666666667,52.88495575221239,29.922075471698115,29.86083333333332,9.634385964912282,7.02448210922787,11.842105263157896
4,2011,5,6,3.8,0.0,0.0,0.0,21.4,10.55,175.0,175.0,8.3,11.4,3.4053497942386812,15.102880658436213,0.0,48.02777777777778,29.92691588785045,29.839661016949155,9.993333333333336,9.41619585687382,9.092592592592593
5,2011,5,7,3.2,0.0,0.0,0.0,21.65,13.05,295.0,305.0,9.149999999999999,13.2,6.253822629969418,15.091743119266052,0.8303846153846154,59.403669724770644,29.840654205607457,29.758275862068984,9.736880733944956,10.689655172413792,7.6880733944954125
6,2011,5,8,2.55,0.0,0.0,0.0,22.75,11.399999999999999,190.0,190.0,6.25,8.7,6.254960317460316,14.916926272066458,0.0,61.205607476635514,29.87796296296295,29.80883333333333,9.53544642857143,10.813492063492065,8.3125
7,2011,5,9,4.15,0.0,0.0,0.0,20.85,12.5,35.0,45.0,9.15,12.1,4.45868945868946,14.6588693957115,0.40492753623188404,54.59649122807018,29.913809523809537,29.85466666666665,9.392905982905985,9.990583804143126,13.64655172413793
8,2011,5,10,3.4,0.0,0.0,0.0,23.049999999999997,12.25,205.0,190.0,8.25,10.5,5.333333333333334,13.687739463601535,0.0,61.189655172413794,29.954859813084113,29.89249999999998,8.9125,10.122410546139358,14.591666666666667
9,2011,5,11,3.1500000000000004,0.0,0.0,0.0,21.15,11.649999999999999,40.0,55.0,7.4,10.25,7.668650793650794,13.77877877877878,0.0,68.57657657657657,30.038703703703703,29.978000000000023,9.583214285714288,11.305555555555555,12.526785714285714
10,2011,5,12,2.75,0.0,0.0,0.0,22.5,11.1,165.0,150.0,6.949999999999999,9.350000000000001,7.3515325670498095,13.453065134099615,0.0,68.64655172413794,30.031759259259257,29.962666666666678,9.96793103448276,11.11111111111111,10.96551724137931
11,2011,5,13,2.15,0.0,0.0,0.0,18.85,11.1,170.0,165.0,5.15,6.949999999999999,8.110161443494775,13.363363363363366,0.0,72.05405405405405,29.929629629629616,29.852241379310342,9.227094017094018,11.484674329501914,6.05982905982906
12,2011,5,14,3.45,0.1,0.0,0.0,17.5,13.9,160.0,180.0,6.25,8.5,9.888888888888888,13.21705426356589,0.41469387755102044,82.78294573643412,29.834537037037038,29.73484848484851,7.935533333333335,13.234767025089603,6.62
13,2011,5,15,2.55,1.7399999999999998,0.0,0.0,21.15,13.850000000000001,70.0,115.0,6.05,7.15,14.255715045188728,15.369484316852736,12.022666666666664,93.41626794258373,29.646857142857137,29.52773584905656,4.209712918660288,15.618448637316565,6.149038461538462
14,2011,5,16,5.15,0.24,0.0,0.0,16.7,11.7,55.0,65.0,8.45,11.399999999999999,12.682198327359618,13.270609318996417,4.059464285714286,96.51075268817205,29.740000000000002,29.626880733944958,2.759507389162562,13.047138047138047,10.123152709359607
15,2011,5,17,6.800000000000001,2.16,0.0,0.0,15.3,10.85,60.0,70.0,10.75,14.3,11.950617283950619,12.820987654320987,9.848979591836727,94.70555555555555,29.942708333333353,29.82935483870972,5.025277777777778,12.02508960573477,13.883333333333333
16,2011,5,18,4.5,4.459999999999999,0.0,0.0,18.6,12.2,60.0,65.0,9.850000000000001,12.05,13.819714656290532,14.422827496757456,18.839735099337737,96.2023346303502,29.991584158415844,29.8689130434783,3.6347859922178993,14.202898550724639,10.27626459143969
17,2011,5,19,2.75,0.0,0.0,0.0,22.799999999999997,14.75,65.0,60.0,6.05,9.4,14.713971397139716,16.416391639163916,0.1360714285714286,90.33663366336634,30.003364485981326,29.899894736842107,4.974752475247525,15.830409356725145,6.8606965174129355
18,2011,5,20,1.15,0.41999999999999993,0.0,0.0,18.35,13.600000000000001,230.0,60.0,4.050000000000001,8.9,13.474945533769064,15.305010893246187,4.064,89.88235294117646,29.94675925925923,29.850462962962986,4.137450980392157,14.495884773662555,2.355
19,2011,5,21,1.6,0.32999999999999996,0.0,0.0,25.0,12.8,60.0,60.0,7.85,9.35,12.983643542019175,15.11168384879725,2.262909090909091,88.79896907216495,29.953981481481485,29.863617021276585,3.9524873096446704,14.551971326164875,4.939086294416244
20,2011,5,22,2.9,0.0,0.0,0.0,14.4,11.95,130.0,145.0,5.15,7.15,10.703703703703702,12.385185185185186,0.0,89.87333333333333,30.144859813084096,30.050886075949368,6.465000000000002,12.243319268635725,7.726666666666667
21,2011,5,23,3.3499999999999996,0.15,0.0,0.0,18.85,12.8,155.0,165.0,7.4,9.6,13.302469135802468,14.74329501915709,1.7206451612903224,91.05555555555556,30.004803921568627,29.88719512195121,7.120551724137933,15.067750677506776,8.144827586206896
22,2011,5,24,3.2,0.0,0.0,0.0,27.5,18.049999999999997,255.0,265.0,7.6,9.35,15.929487179487175,20.224586288416074,2.1317857142857144,80.59285714285714,29.78601941747575,29.689876543209902,4.714713375796179,18.88138138138138,8.261146496815286
23,2011,5,25,2.6,0.0,0.0,0.0,28.35,17.75,165.0,180.0,6.05,8.5,12.719298245614034,19.7979797979798,0.0,67.68595041322314,29.90694444444443,29.82457627118643,7.7648872180451125,16.84523809523809,5.87218045112782
24,2011,5,26,3.0,0.0,0.0,0.0,25.85,16.950000000000003,160.0,130.0,7.15,9.600000000000001,15.784313725490197,18.554778554778554,0.0,85.62937062937063,29.929065420560754,29.823333333333338,4.574901960784314,18.709401709401707,7.019607843137255
25,2011,5,27,3.0999999999999996,0.0,0.0,0.0,28.05,17.5,160.0,195.0,6.7,8.95,16.74491392801252,19.966072943172183,0.0,83.70992366412214,29.96737864077671,29.867285714285696,4.511408450704225,19.063018242122716,6.830985915492958
26,2011,5,28,3.55,0.0,0.0,0.0,28.6,18.85,160.0,175.0,9.149999999999999,12.3,16.362139917695472,20.21680216802168,0.0,81.44715447154472,30.04691588785047,29.945964912280722,6.757777777777778,19.547325102880663,7.977777777777778
27,2011,5,29,3.1999999999999997,0.0,0.0,0.0,27.5,18.85,195.0,200.0,7.15,9.6,17.47702589807853,21.014109347442677,0.0,82.54761904761905,30.088878504672888,29.999047619047634,5.894436090225565,20.467372134038797,6.924812030075188
28,2011,5,30,2.8,0.6599999999999999,0.0,0.0,30.3,20.55,250.0,300.0,7.6,15.6,18.71077184054283,23.200854700854702,5.167586206896552,77.96153846153847,30.064074074074057,29.984571428571442,7.224503816793894,21.166666666666664,6.346153846153846
29,2011,5,31,2.95,0.0,0.0,0.0,31.15,20.6,75.0,70.0,5.6,10.3,16.62393162393162,22.96296296296296,0.0,69.96078431372548,30.162653061224475,30.085423728813552,8.793557692307694,19.66101694915254,6.25
30,2011,6,1,3.9000000000000004,0.0,0.0,0.0,32.2,20.3,285.0,270.0,8.3,11.4,18.129154795821464,24.022633744855973,0.3486274509803922,72.73148148148148,29.9949074074074,29.908524590163935,7.187179487179488,21.4272030651341,10.017094017094017
31,2011,6,2,6.050000000000001,0.0,0.0,0.0,26.95,16.95,305.0,305.0,11.4,16.35,7.035306334371754,21.075757575757578,0.0,43.056603773584904,29.88838095238096,29.82883333333334,9.512882882882883,13.105158730158731,13.45045045045045
32,2011,6,3,4.9,0.0,0.0,0.0,24.15,14.15,300.0,285.0,9.6,13.6,3.3230452674897117,17.907580477673932,0.0,40.626168224299064,30.017358490566032,29.95316666666668,9.993333333333336,10.819209039548022,10.99074074074074
33,2011,6,4,3.05,0.0,0.0,0.0,23.9,15.3,295.0,300.0,7.85,10.25,6.918238993710691,17.435897435897438,0.0,53.06730769230769,30.05160377358491,29.975689655172427,9.993207547169813,12.358674463937623,7.5
34,2011,6,5,2.6,0.0,0.0,0.0,20.55,13.3,135.0,105.0,6.25,7.800000000000001,10.231884057971014,15.608695652173914,0.0,71.45217391304348,30.046296296296305,29.96890625000003,9.993739130434784,13.081597222222221,6.069565217391304
